case,cvc,pcvc
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/dead_dnd044.smt2,402,512
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn328.smt2,86,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn885.smt2,180,178
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn450.smt2,115,178
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn021.smt2,86,122
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl317.smt2,953,1387
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1239.smt2,99,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn600.smt2,92,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl943.smt2,111,208
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl270.smt2,77,76
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl296.smt2,98,115
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl526.smt2,911,935
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn333.smt2,96,107
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn300.smt2,108,78
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn790.smt2,92,96
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl524.smt2,118,109
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl368.smt2,132,155
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl347.smt2,702,860
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn118.smt2,191,335
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn409.smt2,104,95
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1225.smt2,128,119
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl817.smt2,181,276
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1193.smt2,87,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl243.smt2,171,301
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn779.smt2,136,187
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl030.smt2,78,94
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn430.smt2,75,74
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl527.smt2,130,154
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1067.smt2,129,139
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1245.smt2,91,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn541.smt2,142,168
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn374.smt2,65,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl283.smt2,89,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl596.smt2,747,1078
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl1092.smt2,72,105
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1162.smt2,151,151
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn065.smt2,109,97
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn1256.smt2,160,157
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl132.smt2,516,439
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn258.smt2,107,129
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl834.smt2,2252,2651
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn493.smt2,89,100
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn612.smt2,107,124
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl525.smt2,106,89
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl919.smt2,141,226
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl238.smt2,209,176
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1267.smt2,170,173
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_brn746.smt2,107,140
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl704.smt2,116,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1191.smt2,261,489
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn541.smt2,115,154
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/iso_icl135.smt2,70,99
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl1251.smt2,544,587
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_brn228.smt2,117,98
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/qg5/gensys_icl677.smt2,405,400
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl033.smt2,562,818
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl105.smt2,358,240
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl020.smt2,226,358
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn085.smt2,1128,1569
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn034.smt2,114,198
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl002.smt2,71,79
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn061.smt2,155,266
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn095.smt2,439,355
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn008.smt2,84,133
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl034.smt2,397,504
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn020.smt2,75,107
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn091.smt2,165,264
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl046.smt2,184,361
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn017.smt2,169,235
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl001.smt2,177,315
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn088.smt2,197,257
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn020.smt2,105,165
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl012.smt2,185,168
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl034.smt2,672,836
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn097.smt2,215,368
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl082.smt2,1243,1976
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl011.smt2,283,232
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl090.smt2,145,189
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn033.smt2,201,198
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd002.smt2,211,276
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl061.smt2,170,213
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn087.smt2,165,205
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl062.smt2,532,866
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn099.smt2,148,167
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl022.smt2,149,209
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl027.smt2,404,449
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl009.smt2,445,436
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn003.smt2,155,185
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn083.smt2,207,199
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn028.smt2,329,323
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn057.smt2,155,162
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl049.smt2,570,236
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd007.smt2,106,123
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl096.smt2,552,708
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn075.smt2,226,369
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn058.smt2,197,277
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn104.smt2,256,408
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl086.smt2,774,963
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd015.smt2,753,1161
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl045.smt2,311,325
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn024.smt2,175,183
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl025.smt2,154,270
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn039.smt2,136,164
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl079.smt2,155,252
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn080.smt2,218,207
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn025.smt2,266,324
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd010.smt2,598,778
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl108.smt2,136,235
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl103.smt2,432,492
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl039.smt2,238,342
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn100.smt2,266,237
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn102.smt2,257,275
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn101.smt2,131,150
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl040.smt2,210,209
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn081.smt2,580,628
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn009.smt2,74,95
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl057.smt2,743,1343
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl097.smt2,227,345
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl032.smt2,1105,534
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl106.smt2,630,876
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn001.smt2,103,106
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn062.smt2,172,253
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd005.smt2,133,184
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn001.smt2,66,56
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl011.smt2,270,337
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl036.smt2,207,376
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn041.smt2,189,266
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn092.smt2,159,278
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl050.smt2,194,337
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl031.smt2,383,439
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn032.smt2,169,381
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl018.smt2,127,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl068.smt2,809,1040
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn105.smt2,176,228
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl077.smt2,209,343
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn015.smt2,388,364
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn070.smt2,233,296
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn040.smt2,253,281
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl052.smt2,620,825
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn084.smt2,220,306
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl085.smt2,382,497
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn006.smt2,86,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl080.smt2,111,171
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn062.smt2,205,361
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl066.smt2,218,326
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl071.smt2,642,1240
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl044.smt2,495,551
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl074.smt2,234,368
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl024.smt2,284,381
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl032.smt2,587,794
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl014.smt2,94,117
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl005.smt2,140,183
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl036.smt2,267,252
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl105.smt2,488,781
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl070.smt2,313,357
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl003.smt2,155,158
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl098.smt2,541,687
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl056.smt2,147,207
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl060.smt2,149,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn106.smt2,139,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn008.smt2,178,369
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn050.smt2,442,496
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn106.smt2,483,536
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn024.smt2,91,124
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl035.smt2,423,603
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn069.smt2,221,270
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl074.smt2,573,671
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl053.smt2,390,542
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl061.smt2,433,446
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn056.smt2,201,207
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl042.smt2,280,382
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn079.smt2,144,272
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn037.smt2,128,137
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl010.smt2,325,350
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn006.smt2,121,176
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl067.smt2,756,1022
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn033.smt2,190,305
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn041.smt2,66,73
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl097.smt2,641,848
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn046.smt2,294,253
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn082.smt2,279,398
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn090.smt2,114,133
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl037.smt2,131,155
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn038.smt2,85,176
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn004.smt2,126,224
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn007.smt2,81,111
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn051.smt2,139,154
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl106.smt2,162,214
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn069.smt2,100,149
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl079.smt2,437,489
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn058.smt2,144,204
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn028.smt2,231,269
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn063.smt2,247,292
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn071.smt2,193,260
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl063.smt2,431,584
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn064.smt2,437,604
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl017.smt2,136,216
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn046.smt2,169,204
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl030.smt2,513,720
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn047.smt2,149,200
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl082.smt2,213,282
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn080.smt2,218,240
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl028.smt2,521,842
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl008.smt2,142,261
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl038.smt2,391,348
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn023.smt2,149,147
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/dead_dnd009.smt2,129,156
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn014.smt2,146,141
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl093.smt2,883,1061
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn002.smt2,97,102
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn073.smt2,237,232
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn005.smt2,131,142
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn038.smt2,194,180
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl081.smt2,1148,1348
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn060.smt2,267,319
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl010.smt2,149,185
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn054.smt2,95,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn101.smt2,229,351
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn031.smt2,217,350
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl084.smt2,238,227
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl069.smt2,206,286
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl076.smt2,289,486
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn076.smt2,837,1086
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn068.smt2,148,184
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl006.smt2,262,319
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl041.smt2,484,661
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn094.smt2,239,250
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl060.smt2,434,495
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl059.smt2,244,337
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl007.smt2,281,279
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn044.smt2,131,236
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl004.smt2,209,183
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl066.smt2,395,637
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn087.smt2,785,903
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl058.smt2,536,558
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl073.smt2,486,869
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl019.smt2,104,112
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl100.smt2,377,352
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl091.smt2,329,451
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl013.smt2,287,498
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn077.smt2,238,302
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn089.smt2,525,571
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn042.smt2,188,264
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl062.smt2,105,195
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn066.smt2,278,415
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn022.smt2,65,90
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn088.smt2,182,230
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl076.smt2,213,275
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn085.smt2,280,490
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl065.smt2,191,262
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl064.smt2,104,140
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl054.smt2,114,150
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl090.smt2,413,463
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn025.smt2,657,691
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl084.smt2,536,604
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl023.smt2,792,988
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_icl051.smt2,361,326
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_brn070.smt2,171,249
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/iso_icl005.smt2,109,192
/home/cxcfan/dev/testbench/smt/bm/QF_UF/QG-classification/loops6/gensys_brn098.smt2,276,236
